iteration,algorithm,data_type,data_size_bytes,enc_time_us,dec_time_us,enc_throughput_mbs,dec_throughput_mbs,ciphertext_size_bytes,overhead_bytes,overhead_pct,memory_mb
7,AES-GCM,image_small,76301,12272.375,13186.958,5.929276445359051,5.51805079049416,76317,16,0.020969581001559615,0.14556312561035156
8,AES-GCM,image_small,76301,13328.875,12956.167,5.459298254062198,5.616345020569223,76317,16,0.020969581001559615,0.14556312561035156
9,AES-GCM,image_small,76301,12800.666000000001,12598.583,5.684571725886237,5.7757530363623655,76317,16,0.020969581001559615,0.14556312561035156
10,AES-GCM,image_small,76301,12858.792000000001,12824.708,5.658875578367958,5.673915072071292,76317,16,0.020969581001559615,0.14556312561035156
11,AES-GCM,image_small,76301,12715.083,12305.25,5.72283358402877,5.913435648695742,76317,16,0.020969581001559615,0.14556312561035156
12,AES-GCM,image_small,76301,12989.959,12954.959,5.601734694937319,5.616868723097717,76317,16,0.020969581001559615,0.14556312561035156
13,AES-GCM,image_small,76301,13310.666000000001,12204.667000000001,5.466766577728964,5.962170374342313,76317,16,0.020969581001559615,0.14556312561035156
14,AES-GCM,image_small,76301,13472.958,13354.167,5.400915227087718,5.448958667067237,76317,16,0.020969581001559615,0.14556312561035156
15,AES-GCM,image_small,76301,12854.0,13126.291,5.660985219862555,5.543554079070263,76317,16,0.020969581001559615,0.14556312561035156
16,AES-GCM,image_small,76301,12264.291,13060.917,5.9331847243443,5.571301311853776,76317,16,0.020969581001559615,0.14556312561035156
17,AES-GCM,image_small,76301,12770.083,13245.208,5.698185674761337,5.493783413300363,76317,16,0.020969581001559615,0.14556312561035156
18,AES-GCM,image_small,76301,12370.625,12859.707999999999,5.882184935370144,5.658472495340741,76317,16,0.020969581001559615,0.14556312561035156
19,AES-GCM,image_small,76301,12911.875,12846.416,5.635610940790031,5.664327234624294,76317,16,0.020969581001559615,0.14556312561035156
20,AES-GCM,image_small,76301,13058.916000000001,12296.458999999999,5.572154994803036,5.917663289578999,76317,16,0.020969581001559615,0.14556312561035156
21,AES-GCM,image_small,76301,13307.0,12777.541,5.468272639671849,5.694859755575293,76317,16,0.020969581001559615,0.14556312561035156
22,AES-GCM,image_small,76301,12760.083,12320.25,5.702651308468235,5.906235994895662,76317,16,0.020969581001559615,0.14556312561035156
23,AES-GCM,image_small,76301,12883.333,12764.083,5.648096188782303,5.700864215323049,76317,16,0.020969581001559615,0.14556312561035156
24,AES-GCM,image_small,76301,12986.334,12313.375,5.603298360885626,5.909533658815173,76317,16,0.020969581001559615,0.14556312561035156
25,AES-GCM,image_small,76301,12844.583,12898.041000000001,5.665135568520464,5.641655505368084,76317,16,0.020969581001559615,0.14556312561035156
26,AES-GCM,image_small,76301,12739.042000000001,12297.208,5.712070343760016,5.917302855746872,76317,16,0.020969581001559615,0.14556312561035156
27,AES-GCM,image_small,76301,12813.209,12825.125,5.679007032205069,5.673730588677559,76317,16,0.020969581001559615,0.14556312561035156
28,AES-GCM,image_small,76301,12522.75,12271.042,5.810728794882377,5.929920541068419,76317,16,0.020969581001559615,0.14556312561035156
29,AES-GCM,image_small,76301,12667.792000000001,12736.375,5.74419788516525,5.713266452669091,76317,16,0.020969581001559615,0.14556312561035156
30,AES-GCM,image_small,76301,12768.292000000001,12105.041000000001,5.698984955553435,6.011239781518565,76317,16,0.020969581001559615,0.14556312561035156
1,AES-GCM-SIV,image_medium,1178708,172226.5,171188.16700000002,6.526890729025894,6.566479248198143,1178724,16,0.0013574184615697865,2.2482376098632812
2,AES-GCM-SIV,image_medium,1178708,169883.16700000002,169998.75,6.616921299463284,6.612422421591795,1178724,16,0.0013574184615697865,2.2482376098632812
3,AES-GCM-SIV,image_medium,1178708,170132.208,168698.667,6.6072353927398515,6.663381318493632,1178724,16,0.0013574184615697865,2.2482376098632812
4,AES-GCM-SIV,image_medium,1178708,173736.625,173294.04200000002,6.470158759804262,6.486683172538489,1178724,16,0.0013574184615697865,2.2482376098632812
5,AES-GCM-SIV,image_medium,1178708,171837.709,171113.209,6.541658130128924,6.569355765764279,1178724,16,0.0013574184615697865,2.2482376098632812
6,AES-GCM-SIV,image_medium,1178708,171594.709,171980.25,6.550921952626045,6.5362362605158335,1178724,16,0.0013574184615697865,2.2482376098632812
7,AES-GCM-SIV,image_medium,1178708,175377.917,179847.208,6.409607123698351,6.25032525466049,1178724,16,0.0013574184615697865,2.2482376098632812
8,AES-GCM-SIV,image_medium,1178708,174771.709,179375.25,6.431839298101606,6.266770617142432,1178724,16,0.0013574184615697865,2.2482376098632812
9,AES-GCM-SIV,image_medium,1178708,177117.542,172601.375,6.346652812868068,6.512714896637284,1178724,16,0.0013574184615697865,2.2482376098632812
10,AES-GCM-SIV,image_medium,1178708,178208.958,174415.541,6.307783619623533,6.4449735367479555,1178724,16,0.0013574184615697865,2.2482376098632812
11,AES-GCM-SIV,image_medium,1178708,175978.167,174675.708,6.387744373667548,6.43537420865973,1178724,16,0.0013574184615697865,2.2482376098632812
12,AES-GCM-SIV,image_medium,1178708,172051.916,172702.58299999998,6.533513675852224,6.50889828406665,1178724,16,0.0013574184615697865,2.2482376098632812
13,AES-GCM-SIV,image_medium,1178708,172999.875,170883.125,6.497713054085028,6.5782010139537075,1178724,16,0.0013574184615697865,2.2482376098632812
14,AES-GCM-SIV,image_medium,1178708,174616.0,176731.541,6.437574713328551,6.360514596217877,1178724,16,0.0013574184615697865,2.2482376098632812
15,AES-GCM-SIV,image_medium,1178708,174173.25,173130.542,6.453939087331597,6.492809028129642,1178724,16,0.0013574184615697865,2.2482376098632812
16,AES-GCM-SIV,image_medium,1178708,169474.292,170522.45899999997,6.632885335450041,6.592114333412106,1178724,16,0.0013574184615697865,2.2482376098632812
17,AES-GCM-SIV,image_medium,1178708,173355.08299999998,178208.583,6.484399111288696,6.307796892939652,1178724,16,0.0013574184615697865,2.2482376098632812
18,AES-GCM-SIV,image_medium,1178708,172448.584,172166.79200000002,6.518485220746018,6.529154275829093,1178724,16,0.0013574184615697865,2.2482376098632812
19,AES-GCM-SIV,image_medium,1178708,170579.791,170772.125,6.589898718673997,6.58247677214638,1178724,16,0.0013574184615697865,2.2482376098632812
20,AES-GCM-SIV,image_medium,1178708,171950.125,171695.958,6.53738138394827,6.547058878011432,1178724,16,0.0013574184615697865,2.2482376098632812
21,AES-GCM-SIV,image_medium,1178708,188535.5,169736.916,5.962291166080543,6.622622660014502,1178724,16,0.0013574184615697865,2.2482376098632812
22,AES-GCM-SIV,image_medium,1178708,170316.33299999998,171116.58299999998,6.600092465251575,6.5692262341550975,1178724,16,0.0013574184615697865,2.2482376098632812
23,AES-GCM-SIV,image_medium,1178708,172738.834,170713.79200000002,6.507532325606517,6.5847260082101515,1178724,16,0.0013574184615697865,2.2482376098632812
24,AES-GCM-SIV,image_medium,1178708,171100.70799999998,171606.958,6.5698357375737935,6.550454359447232,1178724,16,0.0013574184615697865,2.2482376098632812
25,AES-GCM-SIV,image_medium,1178708,170903.834,172957.084,6.57740391091857,6.499320641544686,1178724,16,0.0013574184615697865,2.2482376098632812
26,AES-GCM-SIV,image_medium,1178708,171633.70799999998,172153.416,6.549433437297632,6.529661578963836,1178724,16,0.0013574184615697865,2.2482376098632812
27,AES-GCM-SIV,image_medium,1178708,171434.167,171344.542,6.5570566580381735,6.560486450409248,1178724,16,0.0013574184615697865,2.2482376098632812
28,AES-GCM-SIV,image_medium,1178708,171427.0,172555.83299999998,6.557330794697324,6.5144337725319215,1178724,16,0.0013574184615697865,2.2482376098632812
29,AES-GCM-SIV,image_medium,1178708,172106.25,171328.041,6.5314510434256645,6.56111830603712,1178724,16,0.0013574184615697865,2.2482376098632812
30,AES-GCM-SIV,image_medium,1178708,170953.333,170243.666,6.575499444299094,6.6029096562252025,1178724,16,0.0013574184615697865,2.2482376098632812
1,AES-GCM,image_medium,1178708,193060.75,193964.541,5.822537963530019,5.795407451007131,1178724,16,0.0013574184615697865,2.2482376098632812
2,AES-GCM,image_medium,1178708,193036.417,193769.417,5.823271917353181,5.801243372387182,1178724,16,0.0013574184615697865,2.2482376098632812
3,AES-GCM,image_medium,1178708,194610.917,192275.666,5.77615872465458,5.846312066044686,1178724,16,0.0013574184615697865,2.2482376098632812
4,AES-GCM,image_medium,1178708,193102.791,192942.125,5.821270320958635,5.826117786059307,1178724,16,0.0013574184615697865,2.2482376098632812
5,AES-GCM,image_medium,1178708,192681.834,193788.792,5.833988201205196,5.800663364177316,1178724,16,0.0013574184615697865,2.2482376098632812
6,AES-GCM,image_medium,1178708,192401.125,192551.33299999998,5.842499861383753,5.837942166531655,1178724,16,0.0013574184615697865,2.2482376098632812
7,AES-GCM,image_medium,1178708,195899.5,193174.125,5.738164447293526,5.819120682661708,1178724,16,0.0013574184615697865,2.2482376098632812
8,AES-GCM,image_medium,1178708,192678.5,192839.667,5.834089149243834,5.829213271471674,1178724,16,0.0013574184615697865,2.2482376098632812
9,AES-GCM,image_medium,1178708,192729.333,194152.083,5.8325503889051395,5.789809353436492,1178724,16,0.0013574184615697865,2.2482376098632812
10,AES-GCM,image_medium,1178708,193218.917,198823.916,5.817771694386312,5.653764239019305,1178724,16,0.0013574184615697865,2.2482376098632812
11,AES-GCM,image_medium,1178708,193929.667,198825.917,5.7964496280116755,5.653707339081847,1178724,16,0.0013574184615697865,2.2482376098632812
12,AES-GCM,image_medium,1178708,196177.375,193344.25,5.730036637214552,5.8140003964047455,1178724,16,0.0013574184615697865,2.2482376098632812
13,AES-GCM,image_medium,1178708,195039.584,213272.54200000002,5.763463616404033,5.27073731855542,1178724,16,0.0013574184615697865,2.2482376098632812
14,AES-GCM,image_medium,1178708,227971.875,192471.08399999997,4.930886962010459,5.840376241360901,1178724,16,0.0013574184615697865,2.2482376098632812
15,AES-GCM,image_medium,1178708,191502.79200000002,192514.20799999998,5.869906826959359,5.839067972284821,1178724,16,0.0013574184615697865,2.2482376098632812
16,AES-GCM,image_medium,1178708,199831.292,202065.375,5.625262864949991,5.563068616493935,1178724,16,0.0013574184615697865,2.2482376098632812
17,AES-GCM,image_medium,1178708,203753.16600000003,211953.79200000002,5.516986892574607,5.303531187319254,1178724,16,0.0013574184615697865,2.2482376098632812
18,AES-GCM,image_medium,1178708,198966.75,192009.042,5.649705521865227,5.854430262417424,1178724,16,0.0013574184615697865,2.2482376098632812
19,AES-GCM,image_medium,1178708,197436.166,192277.25,5.6935037228315,5.8462639035173325,1178724,16,0.0013574184615697865,2.2482376098632812
20,AES-GCM,image_medium,1178708,196679.95799999998,197817.916,5.715394479302147,5.682516370977127,1178724,16,0.0013574184615697865,2.2482376098632812
21,AES-GCM,image_medium,1178708,196771.0,191878.29200000002,5.712750080766872,5.858419597265219,1178724,16,0.0013574184615697865,2.2482376098632812
22,AES-GCM,image_medium,1178708,191939.208,191871.416,5.8565603028985,5.858629542519132,1178724,16,0.0013574184615697865,2.2482376098632812
23,AES-GCM,image_medium,1178708,191345.54200000002,191635.58299999998,5.874730784909419,5.86583936315511,1178724,16,0.0013574184615697865,2.2482376098632812
24,AES-GCM,image_medium,1178708,191288.375,191972.958,5.876486462612158,5.855530684392424,1178724,16,0.0013574184615697865,2.2482376098632812
25,AES-GCM,image_medium,1178708,191723.04200000002,191618.084,5.863163521798168,5.866375044970067,1178724,16,0.0013574184615697865,2.2482376098632812
26,AES-GCM,image_medium,1178708,191043.166,191605.04200000002,5.8840290897533505,5.866774352120536,1178724,16,0.0013574184615697865,2.2482376098632812
27,AES-GCM,image_medium,1178708,191571.834,191188.91700000002,5.867791327521446,5.879543457754814,1178724,16,0.0013574184615697865,2.2482376098632812
28,AES-GCM,image_medium,1178708,191392.166,191708.0,5.873299673836065,5.8636235636623315,1178724,16,0.0013574184615697865,2.2482376098632812
29,AES-GCM,image_medium,1178708,191289.375,191614.542,5.876455742210346,5.8664834850717025,1178724,16,0.0013574184615697865,2.2482376098632812
30,AES-GCM,image_medium,1178708,191594.583,190984.583,5.867094614791787,5.885833968821337,1178724,16,0.0013574184615697865,2.2482376098632812
1,AES-GCM-SIV,image_large,5030544,770513.6660000001,813619.5,6.226366672063104,5.896491677438363,5030560,16,0.0003180570530741804,9.59503173828125
2,AES-GCM-SIV,image_large,5030544,723849.875,716894.4160000001,6.627756356732896,6.692060229900804,5030560,16,0.0003180570530741804,9.59503173828125
3,AES-GCM-SIV,image_large,5030544,724089.583,732277.917,6.625562254983528,6.551475196747688,5030560,16,0.0003180570530741804,9.59503173828125
4,AES-GCM-SIV,image_large,5030544,731097.375,734729.834,6.562054213847454,6.52961182239343,5030560,16,0.0003180570530741804,9.59503173828125
5,AES-GCM-SIV,image_large,5030544,735454.541,748393.792,6.523177630840902,6.410396053033485,5030560,16,0.0003180570530741804,9.59503173828125
6,AES-GCM-SIV,image_large,5030544,734396.2080000001,733676.75,6.532578134378878,6.5389841103068385,5030560,16,0.0003180570530741804,9.59503173828125
7,AES-GCM-SIV,image_large,5030544,740241.333,723012.583,6.480995313931711,6.635431696700585,5030560,16,0.0003180570530741804,9.59503173828125
8,AES-GCM-SIV,image_large,5030544,725879.5,725670.167,6.609224548084858,6.611131101316947,5030560,16,0.0003180570530741804,9.59503173828125
9,AES-GCM-SIV,image_large,5030544,734164.666,745431.875,6.534638389082542,6.435867275398658,5030560,16,0.0003180570530741804,9.59503173828125
10,AES-GCM-SIV,image_large,5030544,823406.834,809250.375,5.8264036831537425,5.9283267064924905,5030560,16,0.0003180570530741804,9.59503173828125
11,AES-GCM-SIV,image_large,5030544,749255.083,740026.125,6.4030271121318005,6.482880060959419,5030560,16,0.0003180570530741804,9.59503173828125
12,AES-GCM-SIV,image_large,5030544,749648.917,769886.125,6.399663231090297,6.231441838689537,5030560,16,0.0003180570530741804,9.59503173828125
13,AES-GCM-SIV,image_large,5030544,753856.208,737152.208,6.363946545030724,6.508154704396629,5030560,16,0.0003180570530741804,9.59503173828125
14,AES-GCM-SIV,image_large,5030544,739182.459,744082.291,6.490279296997715,6.4475403707082215,5030560,16,0.0003180570530741804,9.59503173828125
15,AES-GCM-SIV,image_large,5030544,759149.208,762105.833,6.319575334855072,6.295058248624588,5030560,16,0.0003180570530741804,9.59503173828125
16,AES-GCM-SIV,image_large,5030544,735705.6669999999,760514.667,6.52095100737013,6.308228911976476,5030560,16,0.0003180570530741804,9.59503173828125
17,AES-GCM-SIV,image_large,5030544,774596.75,775548.833,6.193546010038853,6.185942659205268,5030560,16,0.0003180570530741804,9.59503173828125
18,AES-GCM-SIV,image_large,5030544,783434.875,752345.417,6.123675066611711,6.376726038262771,5030560,16,0.0003180570530741804,9.59503173828125
19,AES-GCM-SIV,image_large,5030544,761580.708,731113.833,6.2993988161154455,6.561906496373955,5030560,16,0.0003180570530741804,9.59503173828125
20,AES-GCM-SIV,image_large,5030544,728419.167,740669.25,6.586181182065961,6.477250959657854,5030560,16,0.0003180570530741804,9.59503173828125
21,AES-GCM-SIV,image_large,5030544,727373.25,732170.083,6.5956516965004734,6.552440097926758,5030560,16,0.0003180570530741804,9.59503173828125
22,AES-GCM-SIV,image_large,5030544,725960.4160000001,735649.667,6.608487879801372,6.521447402968188,5030560,16,0.0003180570530741804,9.59503173828125
23,AES-GCM-SIV,image_large,5030544,732133.75,770504.333,6.552765270487206,6.2264420910810925,5030560,16,0.0003180570530741804,9.59503173828125
24,AES-GCM-SIV,image_large,5030544,860944.4160000001,741751.875,5.572369738619179,6.46779707884333,5030560,16,0.0003180570530741804,9.59503173828125
25,AES-GCM-SIV,image_large,5030544,749997.084,748938.584,6.39669235080861,6.4057330104808194,5030560,16,0.0003180570530741804,9.59503173828125
26,AES-GCM-SIV,image_large,5030544,772382.083,745352.791,6.211304891638148,6.436550138780607,5030560,16,0.0003180570530741804,9.59503173828125
27,AES-GCM-SIV,image_large,5030544,743530.666,740962.0,6.452323797431057,6.474691833523936,5030560,16,0.0003180570530741804,9.59503173828125
28,AES-GCM-SIV,image_large,5030544,761529.625,755300.7910000001,6.299821376419286,6.351774905464865,5030560,16,0.0003180570530741804,9.59503173828125
29,AES-GCM-SIV,image_large,5030544,760498.208,752569.959,6.308365437136654,6.374823433991952,5030560,16,0.0003180570530741804,9.59503173828125
30,AES-GCM-SIV,image_large,5030544,752372.041,794270.5,6.37650038666384,6.040134450859704,5030560,16,0.0003180570530741804,9.59503173828125
1,AES-GCM,image_large,5030544,882349.583,850748.916,5.437188051973684,5.63914983625035,5030560,16,0.0003180570530741804,9.59503173828125
2,AES-GCM,image_large,5030544,868992.625,845739.125,5.520761019521383,5.672553708983917,5030560,16,0.0003180570530741804,9.59503173828125
3,AES-GCM,image_large,5030544,844981.0410000001,849531.417,5.677642902702194,5.647231537702581,5030560,16,0.0003180570530741804,9.59503173828125
4,AES-GCM,image_large,5030544,852193.958,854656.75,5.629587684018246,5.613365377798236,5030560,16,0.0003180570530741804,9.59503173828125
5,AES-GCM,image_large,5030544,875687.2089999999,886874.042,5.478555083418562,5.409449801386297,5030560,16,0.0003180570530741804,9.59503173828125
6,AES-GCM,image_large,5030544,868665.625,935089.292,5.522839251698906,5.130526733003764,5030560,16,0.0003180570530741804,9.59503173828125
7,AES-GCM,image_large,5030544,887733.625,866600.917,5.404211888843979,5.535997615787848,5030560,16,0.0003180570530741804,9.59503173828125
8,AES-GCM,image_large,5030544,854389.0,939703.042,5.615124504589318,5.10533689466503,5030560,16,0.0003180570530741804,9.59503173828125
9,AES-GCM,image_large,5030544,1017816.625,1109064.042,4.713521564212574,4.325720092502614,5030560,16,0.0003180570530741804,9.59503173828125
10,AES-GCM,image_large,5030544,964800.291,902315.833,4.972532300315779,5.316875128302844,5030560,16,0.0003180570530741804,9.59503173828125
11,AES-GCM,image_large,5030544,937374.5,928484.084,5.118019116534066,5.167025146713836,5030560,16,0.0003180570530741804,9.59503173828125
12,AES-GCM,image_large,5030544,895269.833,908938.875,5.35872028020357,5.278133373216722,5030560,16,0.0003180570530741804,9.59503173828125
13,AES-GCM,image_large,5030544,861912.209,858383.042,5.566112836384665,5.588997423776648,5030560,16,0.0003180570530741804,9.59503173828125
14,AES-GCM,image_large,5030544,871772.9589999999,867719.416,5.5031537292172,5.5288616595293085,5030560,16,0.0003180570530741804,9.59503173828125
15,AES-GCM,image_large,5030544,856717.0830000001,864636.292,5.599865703099984,5.548576499437017,5030560,16,0.0003180570530741804,9.59503173828125
16,AES-GCM,image_large,5030544,866309.042,884368.125,5.5378627923308255,5.4247778439002,5030560,16,0.0003180570530741804,9.59503173828125
17,AES-GCM,image_large,5030544,847230.916,846528.292,5.662565564771674,5.667265531098827,5030560,16,0.0003180570530741804,9.59503173828125
18,AES-GCM,image_large,5030544,846182.0839999999,936442.667,5.669584243231936,5.123111942048624,5030560,16,0.0003180570530741804,9.59503173828125
19,AES-GCM,image_large,5030544,966932.041,932788.417,4.961569590133752,5.143182015253908,5030560,16,0.0003180570530741804,9.59503173828125
20,AES-GCM,image_large,5030544,881176.5,860658.3330000001,5.444426412133735,5.574221995421686,5030560,16,0.0003180570530741804,9.59503173828125
21,AES-GCM,image_large,5030544,862678.542,850904.708,5.561168357368929,5.638117365254445,5030560,16,0.0003180570530741804,9.59503173828125
22,AES-GCM,image_large,5030544,867048.958,921973.042,5.53313693083472,5.203515061508233,5030560,16,0.0003180570530741804,9.59503173828125
23,AES-GCM,image_large,5030544,883436.25,870319.208,5.430500061947382,5.512346006215645,5030560,16,0.0003180570530741804,9.59503173828125
24,AES-GCM,image_large,5030544,860901.7089999999,843817.417,5.572646168776002,5.685472370797915,5030560,16,0.0003180570530741804,9.59503173828125
25,AES-GCM,image_large,5030544,847521.417,838051.375,5.660624633337806,5.724590106843465,5030560,16,0.0003180570530741804,9.59503173828125
26,AES-GCM,image_large,5030544,840986.0,838453.125,5.704614120034772,5.7218471340917985,5030560,16,0.0003180570530741804,9.59503173828125
27,AES-GCM,image_large,5030544,837502.708,843397.167,5.728340415529214,5.688305341855106,5030560,16,0.0003180570530741804,9.59503173828125
28,AES-GCM,image_large,5030544,849943.0,849967.167,5.644496878439569,5.644336389233212,5030560,16,0.0003180570530741804,9.59503173828125
29,AES-GCM,image_large,5030544,853307.667,919546.7910000001,5.62224013200102,5.217244687607813,5030560,16,0.0003180570530741804,9.59503173828125
30,AES-GCM,image_large,5030544,851404.125,858292.041,5.634810155931019,5.589590001046698,5030560,16,0.0003180570530741804,9.59503173828125
1,AES-GCM-SIV,audio_small,733645,109773.25,116810.459,6.3736693034037275,5.989689620685963,733661,16,0.002180891303014401,1.3993473052978516
2,AES-GCM-SIV,audio_small,733645,109989.125,109839.75,6.361159740654936,6.369810509035784,733661,16,0.002180891303014401,1.3993473052978516
3,AES-GCM-SIV,audio_small,733645,111755.584,107007.792,6.260612390159075,6.538387352762715,733661,16,0.002180891303014401,1.3993473052978516
4,AES-GCM-SIV,audio_small,733645,108846.042,108402.542,6.427963580521038,6.454261873857749,733661,16,0.002180891303014401,1.3993473052978516
5,AES-GCM-SIV,audio_small,733645,108484.083,109408.958,6.449410591043695,6.394891301860889,733661,16,0.002180891303014401,1.3993473052978516
6,AES-GCM-SIV,audio_small,733645,108601.0,122632.666,6.442467324056531,5.705318302872607,733661,16,0.002180891303014401,1.3993473052978516
7,AES-GCM-SIV,audio_small,733645,114908.708,109174.125,6.088819603296413,6.408646681252204,733661,16,0.002180891303014401,1.3993473052978516
8,AES-GCM-SIV,audio_small,733645,117167.125,109169.958,5.9714565315131125,6.408891298280643,733661,16,0.002180891303014401,1.3993473052978516
9,AES-GCM-SIV,audio_small,733645,111347.54199999999,107993.625,6.283554906491455,6.478700884981528,733661,16,0.002180891303014401,1.3993473052978516
10,AES-GCM-SIV,audio_small,733645,112292.042,112948.083,6.230703275124904,6.194513224804916,733661,16,0.002180891303014401,1.3993473052978516
11,AES-GCM-SIV,audio_small,733645,108581.542,110897.334,6.443621825336237,6.3090641463018695,733661,16,0.002180891303014401,1.3993473052978516
12,AES-GCM-SIV,audio_small,733645,108728.958,105958.75,6.434885487083057,6.603120496040801,733661,16,0.002180891303014401,1.3993473052978516
13,AES-GCM-SIV,audio_small,733645,109015.667,113307.083,6.417961868360291,6.17488664728809,733661,16,0.002180891303014401,1.3993473052978516
14,AES-GCM-SIV,audio_small,733645,112638.167,110180.542,6.211556992576622,6.350108477954875,733661,16,0.002180891303014401,1.3993473052978516
15,AES-GCM-SIV,audio_small,733645,110347.458,108936.375,6.340503048650775,6.422633338587439,733661,16,0.002180891303014401,1.3993473052978516
16,AES-GCM-SIV,audio_small,733645,112276.792,108571.0,6.231549560659547,6.444247486528293,733661,16,0.002180891303014401,1.3993473052978516
17,AES-GCM-SIV,audio_small,733645,105921.959,108732.58399999999,6.60541402807574,6.434670897362867,733661,16,0.002180891303014401,1.3993473052978516
18,AES-GCM-SIV,audio_small,733645,108111.458,112078.792,6.471639609742969,6.242558305409496,733661,16,0.002180891303014401,1.3993473052978516
19,AES-GCM-SIV,audio_small,733645,108694.333,111474.667,6.43693534473286,6.27638918051097,733661,16,0.002180891303014401,1.3993473052978516
20,AES-GCM-SIV,audio_small,733645,111212.625,111374.792,6.291177767450982,6.282017513081985,733661,16,0.002180891303014401,1.3993473052978516
21,AES-GCM-SIV,audio_small,733645,124171.875,115105.709,5.6345963517089785,6.078398716608081,733661,16,0.002180891303014401,1.3993473052978516
22,AES-GCM-SIV,audio_small,733645,106133.834,107122.667,6.592227638359539,6.53137579052119,733661,16,0.002180891303014401,1.3993473052978516
23,AES-GCM-SIV,audio_small,733645,111760.042,109252.5,6.260362660385035,6.4040492790541474,733661,16,0.002180891303014401,1.3993473052978516
24,AES-GCM-SIV,audio_small,733645,108352.75,108105.833,6.457227840178152,6.471976344327908,733661,16,0.002180891303014401,1.3993473052978516
25,AES-GCM-SIV,audio_small,733645,106365.292,109206.666,6.577882509454901,6.406737056324596,733661,16,0.002180891303014401,1.3993473052978516
26,AES-GCM-SIV,audio_small,733645,109208.25,107734.458,6.406644130455924,6.4942861072347275,733661,16,0.002180891303014401,1.3993473052978516
27,AES-GCM-SIV,audio_small,733645,109601.875,107730.417,6.383635260435675,6.494529709839175,733661,16,0.002180891303014401,1.3993473052978516
28,AES-GCM-SIV,audio_small,733645,109937.542,106993.41699999999,6.3641444144700205,6.539265811651415,733661,16,0.002180891303014401,1.3993473052978516
29,AES-GCM-SIV,audio_small,733645,107861.042,107519.125,6.486664516553282,6.5072924827082,733661,16,0.002180891303014401,1.3993473052978516
30,AES-GCM-SIV,audio_small,733645,115741.875,110392.667,6.044989282054255,6.337906428692979,733661,16,0.002180891303014401,1.3993473052978516
1,AES-GCM,audio_small,733645,123299.25,123800.417,5.674474044731523,5.6515027236125,733661,16,0.002180891303014401,1.3993473052978516
2,AES-GCM,audio_small,733645,124641.958,126075.25,5.613345658930224,5.549530093018759,733661,16,0.002180891303014401,1.3993473052978516
3,AES-GCM,audio_small,733645,126083.12499999999,129334.375,5.5491834760588565,5.409686279149401,733661,16,0.002180891303014401,1.3993473052978516
4,AES-GCM,audio_small,733645,126757.792,121715.167,5.5196480060165705,5.7483254643183725,733661,16,0.002180891303014401,1.3993473052978516
5,AES-GCM,audio_small,733645,125737.58300000001,130120.79200000002,5.564433299627393,5.376991510010662,733661,16,0.002180891303014401,1.3993473052978516
6,AES-GCM,audio_small,733645,129724.333,128255.87499999999,5.393424484671378,5.455176176996674,733661,16,0.002180891303014401,1.3993473052978516
7,AES-GCM,audio_small,733645,124134.417,126700.45799999998,5.636296611115218,5.52214573573099,733661,16,0.002180891303014401,1.3993473052978516
8,AES-GCM,audio_small,733645,123068.959,122724.458,5.685092321775983,5.701050998814461,733661,16,0.002180891303014401,1.3993473052978516
9,AES-GCM,audio_small,733645,125496.0,123677.875,5.575144975615664,5.657102322140183,733661,16,0.002180891303014401,1.3993473052978516
10,AES-GCM,audio_small,733645,124404.125,127656.95899999999,5.624077126541128,5.480769707665239,733661,16,0.002180891303014401,1.3993473052978516
11,AES-GCM,audio_small,733645,128070.20799999998,123643.875,5.4630847000721925,5.658657930769828,733661,16,0.002180891303014401,1.3993473052978516
12,AES-GCM,audio_small,733645,121371.958,121672.041,5.76458026540087,5.750362927337294,733661,16,0.002180891303014401,1.3993473052978516
13,AES-GCM,audio_small,733645,126734.83299999998,121086.333,5.52064793315239,5.778178069525512,733661,16,0.002180891303014401,1.3993473052978516
14,AES-GCM,audio_small,733645,127483.00000000001,126817.334,5.488248581064638,5.51705647636358,733661,16,0.002180891303014401,1.3993473052978516
15,AES-GCM,audio_small,733645,127872.20899999999,129061.04199999999,5.471543811836889,5.421143228177743,733661,16,0.002180891303014401,1.3993473052978516
16,AES-GCM,audio_small,733645,122132.791,125539.542,5.728669492698838,5.573211298316377,733661,16,0.002180891303014401,1.3993473052978516
17,AES-GCM,audio_small,733645,127755.083,126813.708,5.476560129195512,5.517214226240142,733661,16,0.002180891303014401,1.3993473052978516
18,AES-GCM,audio_small,733645,126130.12500000001,121783.958,5.547115678033802,5.745078459840033,733661,16,0.002180891303014401,1.3993473052978516
19,AES-GCM,audio_small,733645,122823.75,130019.74999999999,5.696442209750666,5.38117012115362,733661,16,0.002180891303014401,1.3993473052978516
20,AES-GCM,audio_small,733645,136253.0,125978.20800000001,5.134994413773372,5.553804939500832,733661,16,0.002180891303014401,1.3993473052978516
21,AES-GCM,audio_small,733645,127391.542,128781.792,5.492188750332132,5.432898416725427,733661,16,0.002180891303014401,1.3993473052978516
22,AES-GCM,audio_small,733645,123461.25,121091.625,5.66702826886868,5.777925549020119,733661,16,0.002180891303014401,1.3993473052978516
23,AES-GCM,audio_small,733645,125444.166,119517.209,5.577448646434967,5.854038926393129,733661,16,0.002180891303014401,1.3993473052978516
24,AES-GCM,audio_small,733645,124390.292,120460.833,5.6247025600668525,5.808181600901459,733661,16,0.002180891303014401,1.3993473052978516
