iteration,algorithm,data_type,data_size_bytes,enc_time_us,dec_time_us,enc_throughput_mbs,dec_throughput_mbs,ciphertext_size_bytes,overhead_bytes,overhead_pct
5,aes-gcm,audio_large,11650187,1856772,1932756,5.983763285546088,5.7485187593415725,11650203,16,0.00013733685133122755
6,aes-gcm,audio_large,11650187,1826384,1822556,6.083323180245764,6.096100269747531,11650203,16,0.00013733685133122755
7,aes-gcm,audio_large,11650187,1823832,1822232,6.091835280458936,6.097184180296461,11650203,16,0.00013733685133122755
8,aes-gcm,audio_large,11650187,1824530,1822308,6.089504761900314,6.096929895072611,11650203,16,0.00013733685133122755
9,aes-gcm,audio_large,11650187,1824198,1821439,6.090613038294078,6.099838711716385,11650203,16,0.00013733685133122755
10,aes-gcm,audio_large,11650187,1822805,1821889,6.095267526274056,6.098332073595032,11650203,16,0.00013733685133122755
11,aes-gcm,audio_large,11650187,1824393,1822559,6.0899620439400834,6.096090235339421,11650203,16,0.00013733685133122755
12,aes-gcm,audio_large,11650187,1824229,1820367,6.090509537579975,6.103430859398121,11650203,16,0.00013733685133122755
13,aes-gcm,audio_large,11650187,1822859,1820087,6.095086961322834,6.104369803877496,11650203,16,0.00013733685133122755
14,aes-gcm,audio_large,11650187,1823553,1910873,6.092767319200473,5.814349840742938,11650203,16,0.00013733685133122755
15,aes-gcm,audio_large,11650187,1912003,1829405,5.81091354105092,6.073277444431375,11650203,16,0.00013733685133122755
16,aes-gcm,audio_large,11650187,1826347,1824521,6.0834464224104075,6.089534800218786,11650203,16,0.00013733685133122755
17,aes-gcm,audio_large,11650187,1825586,1885435,6.085982321966744,5.892796157507409,11650203,16,0.00013733685133122755
18,aes-gcm,audio_large,11650187,1928937,1843055,5.759899946566415,6.028297648865595,11650203,16,0.00013733685133122755
19,aes-gcm,audio_large,11650187,1824181,1820900,6.090669798243694,6.101644309533737,11650203,16,0.00013733685133122755
20,aes-gcm,audio_large,11650187,1825140,1822301,6.087469521916116,6.096953315193254,11650203,16,0.00013733685133122755
21,aes-gcm,audio_large,11650187,1823433,1821253,6.093168283797639,6.100461672941639,11650203,16,0.00013733685133122755
22,aes-gcm,audio_large,11650187,1823569,1819859,6.092713861241324,6.105134586377286,11650203,16,0.00013733685133122755
23,aes-gcm,audio_large,11650187,1822625,1825560,6.095869486718321,6.0860689997754,11650203,16,0.00013733685133122755
24,aes-gcm,audio_large,11650187,1823934,1820193,6.091494606290568,6.104014312344889,11650203,16,0.00013733685133122755
25,aes-gcm,audio_large,11650187,1878111,1830039,5.915776076722824,6.071173413916305,11650203,16,0.00013733685133122755
26,aes-gcm,audio_large,11650187,1833999,1834669,6.058064439091832,6.055852103692808,11650203,16,0.00013733685133122755
27,aes-gcm,audio_large,11650187,1848400,1908694,6.01086568017203,5.820987608925255,11650203,16,0.00013733685133122755
28,aes-gcm,audio_large,11650187,1832287,1837873,6.063724800334216,6.045294818102219,11650203,16,0.00013733685133122755
29,aes-gcm,audio_large,11650187,1912220,1826536,5.810254114709594,6.082816940498288,11650203,16,0.00013733685133122755
30,aes-gcm,audio_large,11650187,1878602,1831788,5.914229902464695,6.065376628316148,11650203,16,0.00013733685133122755
1,aes-gcm-siv,video_small,4826398,679682,661583,6.772007811527291,6.957270385355264,4826414,16,0.00033151016555203283
2,aes-gcm-siv,video_small,4826398,662862,662086,6.943846250583821,6.951984807645068,4826414,16,0.00033151016555203283
3,aes-gcm-siv,video_small,4826398,664005,661800,6.931893304048151,6.95498914075928,4826414,16,0.00033151016555203283
4,aes-gcm-siv,video_small,4826398,663882,661333,6.933177602878964,6.959900403207601,4826414,16,0.00033151016555203283
5,aes-gcm-siv,video_small,4826398,662669,662061,6.945868621218878,6.952247320646424,4826414,16,0.00033151016555203283
6,aes-gcm-siv,video_small,4826398,661719,661606,6.95584049022998,6.957028523554037,4826414,16,0.00033151016555203283
7,aes-gcm-siv,video_small,4826398,662931,660765,6.943123512634787,6.965883201069203,4826414,16,0.00033151016555203283
8,aes-gcm-siv,video_small,4826398,663722,660077,6.934848947834322,6.97314375952274,4826414,16,0.00033151016555203283
9,aes-gcm-siv,video_small,4826398,663549,662773,6.936656996475756,6.94477870002926,4826414,16,0.00033151016555203283
10,aes-gcm-siv,video_small,4826398,663208,661946,6.9402236000688955,6.9534551358486825,4826414,16,0.00033151016555203283
11,aes-gcm-siv,video_small,4826398,662851,660315,6.943961483583026,6.970630401178971,4826414,16,0.00033151016555203283
12,aes-gcm-siv,video_small,4826398,662762,662025,6.944893963978762,6.952625374199603,4826414,16,0.00033151016555203283
13,aes-gcm-siv,video_small,4826398,663454,660394,6.937650256618382,6.969796535635533,4826414,16,0.00033151016555203283
14,aes-gcm-siv,video_small,4826398,664029,661432,6.931642764629997,6.958858678374333,4826414,16,0.00033151016555203283
15,aes-gcm-siv,video_small,4826398,663099,661708,6.941364431788454,6.955956121664681,4826414,16,0.00033151016555203283
16,aes-gcm-siv,video_small,4826398,662070,661520,6.952152813682075,6.957932962502256,4826414,16,0.00033151016555203283
17,aes-gcm-siv,video_small,4826398,662626,662209,6.946319361682898,6.9506935323357,4826414,16,0.00033151016555203283
18,aes-gcm-siv,video_small,4826398,661339,661685,6.9598372594909605,6.956197908906039,4826414,16,0.00033151016555203283
19,aes-gcm-siv,video_small,4826398,663139,662254,6.940945734385237,6.950221234382114,4826414,16,0.00033151016555203283
20,aes-gcm-siv,video_small,4826398,664108,706495,6.930818200284429,6.5149955956581325,4826414,16,0.00033151016555203283
21,aes-gcm-siv,video_small,4826398,685988,661697,6.709755583704805,6.956071756943877,4826414,16,0.00033151016555203283
22,aes-gcm-siv,video_small,4826398,662624,661710,6.946340327779392,6.955935097481513,4826414,16,0.00033151016555203283
23,aes-gcm-siv,video_small,4826398,661874,660599,6.954211546841986,6.9676336375842105,4826414,16,0.00033151016555203283
24,aes-gcm-siv,video_small,4826398,662101,661727,6.951827309359889,6.9557563970557235,4826414,16,0.00033151016555203283
25,aes-gcm-siv,video_small,4826398,662885,660921,6.943605321216339,6.96423901397367,4826414,16,0.00033151016555203283
26,aes-gcm-siv,video_small,4826398,662822,662009,6.944265298005335,6.952793411199081,4826414,16,0.00033151016555203283
27,aes-gcm-siv,video_small,4826398,682639,683416,6.742673379860354,6.73500739425839,4826414,16,0.00033151016555203283
28,aes-gcm-siv,video_small,4826398,662813,661221,6.9443595906454645,6.961079296263265,4826414,16,0.00033151016555203283
29,aes-gcm-siv,video_small,4826398,662521,661753,6.947420252874236,6.955483108281325,4826414,16,0.00033151016555203283
30,aes-gcm-siv,video_small,4826398,662825,661530,6.944233867694327,6.957827783100528,4826414,16,0.00033151016555203283
1,aes-gcm,video_small,4826398,756470,755005,6.084592665081884,6.096399114382676,4826414,16,0.00033151016555203283
2,aes-gcm,video_small,4826398,758945,754969,6.064750164181189,6.096689815548046,4826414,16,0.00033151016555203283
3,aes-gcm,video_small,4826398,756395,755641,6.085195980082486,6.091267961048292,4826414,16,0.00033151016555203283
4,aes-gcm,video_small,4826398,756599,754470,6.0835552430739295,6.100722114006511,4826414,16,0.00033151016555203283
5,aes-gcm,video_small,4826398,756049,754864,6.0879808231404215,6.097537852321071,4826414,16,0.00033151016555203283
6,aes-gcm,video_small,4826398,755548,754969,6.09201773197003,6.096689815548046,4826414,16,0.00033151016555203283
7,aes-gcm,video_small,4826398,756029,753363,6.0881418746562534,6.109686583167068,4826414,16,0.00033151016555203283
8,aes-gcm,video_small,4826398,756203,753949,6.086741011810972,6.104937884862892,4826414,16,0.00033151016555203283
9,aes-gcm,video_small,4826398,756193,753497,6.08682150370936,6.1086000519637,4826414,16,0.00033151016555203283
10,aes-gcm,video_small,4826398,757138,754422,6.079224412662543,6.101110271644374,4826414,16,0.00033151016555203283
11,aes-gcm,video_small,4826398,757216,753636,6.078598198340358,6.107473386826654,4826414,16,0.00033151016555203283
12,aes-gcm,video_small,4826398,757956,754609,6.072663602312657,6.099598352729019,4826414,16,0.00033151016555203283
13,aes-gcm,video_small,4826398,756774,754260,6.082148452978687,6.102420668409423,4826414,16,0.00033151016555203283
14,aes-gcm,video_small,4826398,756414,756863,6.0850431289670635,6.081433249286189,4826414,16,0.00033151016555203283
15,aes-gcm,video_small,4826398,760807,758863,6.049907287070823,6.065405499219875,4826414,16,0.00033151016555203283
16,aes-gcm,video_small,4826398,757930,754901,6.072871918718737,6.097238993397137,4826414,16,0.00033151016555203283
17,aes-gcm,video_small,4826398,756379,754831,6.085324702767386,6.097804426890909,4826414,16,0.00033151016555203283
18,aes-gcm,video_small,4826398,755732,755916,6.090534492855261,6.089051975820715,4826414,16,0.00033151016555203283
19,aes-gcm,video_small,4826398,756066,754795,6.0878439360512075,6.098095262096983,4826414,16,0.00033151016555203283
20,aes-gcm,video_small,4826398,755736,754308,6.090502256547912,6.102032344021928,4826414,16,0.00033151016555203283
21,aes-gcm,video_small,4826398,756353,771142,6.08553388874572,5.968825214233555,4826414,16,0.00033151016555203283
22,aes-gcm,video_small,4826398,755877,755110,6.08936614469615,6.095551394306118,4826414,16,0.00033151016555203283
23,aes-gcm,video_small,4826398,756523,754937,6.084166394616545,6.096948239859078,4826414,16,0.00033151016555203283
24,aes-gcm,video_small,4826398,755592,754758,6.091662978637269,6.098394204969662,4826414,16,0.00033151016555203283
25,aes-gcm,video_small,4826398,756169,753369,6.087014692951565,6.109637924250258,4826414,16,0.00033151016555203283
26,aes-gcm,video_small,4826398,756061,754220,6.08788419632079,6.102744309822721,4826414,16,0.00033151016555203283
27,aes-gcm,video_small,4826398,754871,754657,6.097481309196528,6.099210387440244,4826414,16,0.00033151016555203283
28,aes-gcm,video_small,4826398,755658,754035,6.091130926099495,6.104241598008703,4826414,16,0.00033151016555203283
29,aes-gcm,video_small,4826398,755598,754289,6.09161460638394,6.10218604984892,4826414,16,0.00033151016555203283
30,aes-gcm,video_small,4826398,755728,753789,6.090566729503859,6.106233725027152,4826414,16,0.00033151016555203283
1,aes-gcm-siv,video_medium,15839931,2211085,2245937,6.832001197759094,6.725983573157737,15839947,16,0.00010101054101813953
2,aes-gcm-siv,video_medium,15839931,2176129,2171226,6.941746269797043,6.957421921231217,15839947,16,0.00010101054101813953
3,aes-gcm-siv,video_medium,15839931,2171659,2170476,6.9560347035824535,6.9598260327905805,15839947,16,0.00010101054101813953
4,aes-gcm-siv,video_medium,15839931,2168831,2169934,6.9651048737071575,6.9615644385253965,15839947,16,0.00010101054101813953
5,aes-gcm-siv,video_medium,15839931,2169348,2168948,6.963444946752282,6.964729153648298,15839947,16,0.00010101054101813953
6,aes-gcm-siv,video_medium,15839931,2189569,2170808,6.899136482269875,6.958761607819378,15839947,16,0.00010101054101813953
7,aes-gcm-siv,video_medium,15839931,2170161,2171549,6.960836255165939,6.956387062114263,15839947,16,0.00010101054101813953
8,aes-gcm-siv,video_medium,15839931,2170855,2171909,6.958610947459489,6.955234021474735,15839947,16,0.00010101054101813953
9,aes-gcm-siv,video_medium,15839931,2170964,2197147,6.958261568753405,6.875341234950218,15839947,16,0.00010101054101813953
10,aes-gcm-siv,video_medium,15839931,2210285,2188714,6.834474001473642,6.901831563350519,15839947,16,0.00010101054101813953
11,aes-gcm-siv,video_medium,15839931,2198035,2186212,6.8725636162969055,6.90973033189241,15839947,16,0.00010101054101813953
12,aes-gcm-siv,video_medium,15839931,2171486,2171768,6.956588883532829,6.955685583518666,15839947,16,0.00010101054101813953
13,aes-gcm-siv,video_medium,15839931,2175397,2173104,6.944082100116517,6.951409305926991,15839947,16,0.00010101054101813953
14,aes-gcm-siv,video_medium,15839931,2173320,2173377,6.950718425426154,6.950536132639284,15839947,16,0.00010101054101813953
15,aes-gcm-siv,video_medium,15839931,2172051,2173814,6.954779316115122,6.9491388722067144,15839947,16,0.00010101054101813953
16,aes-gcm-siv,video_medium,15839931,2173199,2172121,6.951105429529081,6.95455518746293,15839947,16,0.00010101054101813953
17,aes-gcm-siv,video_medium,15839931,2173696,2173369,6.949516109128032,6.950561717014997,15839947,16,0.00010101054101813953
18,aes-gcm-siv,video_medium,15839931,2173276,2172713,6.95085914920478,6.952660276965788,15839947,16,0.00010101054101813953
19,aes-gcm-siv,video_medium,15839931,2172054,2171870,6.954769710305161,6.955358915748717,15839947,16,0.00010101054101813953
20,aes-gcm-siv,video_medium,15839931,2172436,2172703,6.95354678726884,6.95269227701493,15839947,16,0.00010101054101813953
21,aes-gcm-siv,video_medium,15839931,2194177,2191806,6.884647577814903,6.8920950888660615,15839947,16,0.00010101054101813953
22,aes-gcm-siv,video_medium,15839931,2175186,2172736,6.9447556982930045,6.952586677970618,15839947,16,0.00010101054101813953
23,aes-gcm-siv,video_medium,15839931,2173817,2174166,6.949129281971374,6.948013798554097,15839947,16,0.00010101054101813953
24,aes-gcm-siv,video_medium,15839931,2174709,2173621,6.9462789588617,6.949755899647257,15839947,16,0.00010101054101813953
25,aes-gcm-siv,video_medium,15839931,2173357,2172871,6.9506000939317225,6.952154715280919,15839947,16,0.00010101054101813953
26,aes-gcm-siv,video_medium,15839931,2173599,2176357,6.9498262413385214,6.9410190370179015,15839947,16,0.00010101054101813953
27,aes-gcm-siv,video_medium,15839931,2175016,2175099,6.945298502791322,6.945033475877268,15839947,16,0.00010101054101813953
28,aes-gcm-siv,video_medium,15839931,2175999,2177012,6.942160988284998,6.93893068496966,15839947,16,0.00010101054101813953
29,aes-gcm-siv,video_medium,15839931,2173362,2173588,6.950584103498252,6.949861412718127,15839947,16,0.00010101054101813953
30,aes-gcm-siv,video_medium,15839931,2173956,2175124,6.94868496342482,6.944953652457133,15839947,16,0.00010101054101813953
1,aes-gcm,video_medium,15839931,2474793,2471201,6.103999554042366,6.112871987485909,15839947,16,0.00010101054101813953
2,aes-gcm,video_medium,15839931,2472742,2469760,6.10906247734182,6.116438588505429,15839947,16,0.00010101054101813953
3,aes-gcm,video_medium,15839931,2471878,2471125,6.111197789028087,6.1130599902259775,15839947,16,0.00010101054101813953
4,aes-gcm,video_medium,15839931,2472535,2471260,6.109573926495345,6.112726045963261,15839947,16,0.00010101054101813953
5,aes-gcm,video_medium,15839931,2489212,2468361,6.068641549352633,6.119905219839063,15839947,16,0.00010101054101813953
6,aes-gcm,video_medium,15839931,2469486,2466863,6.117117233443384,6.123621525940909,15839947,16,0.00010101054101813953
7,aes-gcm,video_medium,15839931,2470311,2469757,6.115074323980733,6.116446018109137,15839947,16,0.00010101054101813953
8,aes-gcm,video_medium,15839931,2472447,2467824,6.109791380097195,6.121236914928767,15839947,16,0.00010101054101813953
9,aes-gcm,video_medium,15839931,2474178,2468960,6.1055168093593775,6.11842045571705,15839947,16,0.00010101054101813953
10,aes-gcm,video_medium,15839931,2471289,2467859,6.112654314548872,6.121150101503842,15839947,16,0.00010101054101813953
11,aes-gcm,video_medium,15839931,2472998,2467385,6.108430078935433,6.122326012497915,15839947,16,0.00010101054101813953
12,aes-gcm,video_medium,15839931,2470085,2513110,6.115633821648715,6.01093281565358,15839947,16,0.00010101054101813953
13,aes-gcm,video_medium,15839931,2470259,2467502,6.115203048889678,6.122035713992195,15839947,16,0.00010101054101813953
14,aes-gcm,video_medium,15839931,2515789,2470493,6.004531925510116,6.114623829473376,15839947,16,0.00010101054101813953
15,aes-gcm,video_medium,15839931,2472765,2469720,6.109005654943825,6.116537651372288,15839947,16,0.00010101054101813953
16,aes-gcm,video_medium,15839931,2472883,2469772,6.108714147958948,6.11640887027109,15839947,16,0.00010101054101813953
17,aes-gcm,video_medium,15839931,2473333,2470582,6.107602724076042,6.114403556873307,15839947,16,0.00010101054101813953
18,aes-gcm,video_medium,15839931,2471069,2468879,6.113198525960695,6.1186211913776125,15839947,16,0.00010101054101813953
19,aes-gcm,video_medium,15839931,2470804,2468423,6.113854182018149,6.119751504643721,15839947,16,0.00010101054101813953
20,aes-gcm,video_medium,15839931,2471621,2468398,6.111833233471947,6.119813485648249,15839947,16,0.00010101054101813953
21,aes-gcm,video_medium,15839931,2470207,2467228,6.115331779218167,6.122715601617349,15839947,16,0.00010101054101813953
22,aes-gcm,video_medium,15839931,2470528,2466062,6.114537203523769,6.125610535480117,15839947,16,0.00010101054101813953
23,aes-gcm,video_medium,15839931,2469019,2472471,6.118274249143959,6.109732073034292,15839947,16,0.00010101054101813953
24,aes-gcm,video_medium,15839931,2469495,2466399,6.117094939794236,6.124773553811515,15839947,16,0.00010101054101813953
25,aes-gcm,video_medium,15839931,2469794,2467960,6.116354387591503,6.1208995965684885,15839947,16,0.00010101054101813953
26,aes-gcm,video_medium,15839931,2471669,2468834,6.111714541205626,6.1187327168805865,15839947,16,0.00010101054101813953
27,aes-gcm,video_medium,15839931,2469601,2494107,6.116832382375602,6.05673107382609,15839947,16,0.00010101054101813953
28,aes-gcm,video_medium,15839931,2473317,2468557,6.107642234435443,6.119419307857655,15839947,16,0.00010101054101813953
29,aes-gcm,video_medium,15839931,2472961,2470189,6.1085214721733045,6.11537634097924,15839947,16,0.00010101054101813953
30,aes-gcm,video_medium,15839931,2471747,2479848,6.111521676104863,6.091556969760714,15839947,16,0.00010101054101813953
1,aes-gcm-siv,video_large,33690617,4642231,4648457,6.921214419700309,6.911944358478477,33690633,16,0.000047490967588987754
2,aes-gcm-siv,video_large,33690617,4639520,4636666,6.925258676927739,6.929521370911726,33690633,16,0.000047490967588987754
3,aes-gcm-siv,video_large,33690617,4641783,4635851,6.92188241819572,6.930739606769024,33690633,16,0.000047490967588987754
4,aes-gcm-siv,video_large,33690617,4642843,4632697,6.920302094380487,6.935458143880289,33690633,16,0.000047490967588987754
5,aes-gcm-siv,video_large,33690617,4642166,4636174,6.92131133112857,6.930256745493113,33690633,16,0.000047490967588987754
6,aes-gcm-siv,video_large,33690617,4640408,4630379,6.923933442227447,6.93893008256555,33690633,16,0.000047490967588987754
7,aes-gcm-siv,video_large,33690617,4640538,4635521,6.923739475203044,6.931233002024969,33690633,16,0.000047490967588987754
8,aes-gcm-siv,video_large,33690617,4644502,4637522,6.91783018648281,6.928242310608939,33690633,16,0.000047490967588987754
9,aes-gcm-siv,video_large,33690617,4642633,4634277,6.920615120079443,6.933093584345473,33690633,16,0.000047490967588987754
10,aes-gcm-siv,video_large,33690617,4640178,4637493,6.924276641279664,6.9282856355319105,33690633,16,0.000047490967588987754
11,aes-gcm-siv,video_large,33690617,4641909,4634723,6.9216945305864,6.932426411843768,33690633,16,0.000047490967588987754
12,aes-gcm-siv,video_large,33690617,4707553,4648299,6.8251756563929895,6.912179301886515,33690633,16,0.000047490967588987754
13,aes-gcm-siv,video_large,33690617,4655478,4652921,6.901520345876361,6.905313057492226,33690633,16,0.000047490967588987754
14,aes-gcm-siv,video_large,33690617,4646240,4639901,6.915242462029466,6.924690017476619,33690633,16,0.000047490967588987754
15,aes-gcm-siv,video_large,33690617,4639942,4636476,6.924628828718072,6.929805338532925,33690633,16,0.000047490967588987754
16,aes-gcm-siv,video_large,33690617,4638945,4635604,6.92611706687184,6.931108899030156,33690633,16,0.000047490967588987754
17,aes-gcm-siv,video_large,33690617,4643413,4637076,6.919452595920239,6.928908677964256,33690633,16,0.000047490967588987754
18,aes-gcm-siv,video_large,33690617,4642562,4634354,6.920720958983377,6.932978390683963,33690633,16,0.000047490967588987754
19,aes-gcm-siv,video_large,33690617,4641173,4635225,6.9227921770595024,6.931675622387216,33690633,16,0.000047490967588987754
20,aes-gcm-siv,video_large,33690617,4643976,4636518,6.918613734605817,6.92974256473927,33690633,16,0.000047490967588987754
21,aes-gcm-siv,video_large,33690617,4642242,4636730,6.9211980195732545,6.929425723900202,33690633,16,0.000047490967588987754
22,aes-gcm-siv,video_large,33690617,4639280,4634878,6.925616935554609,6.932194577026578,33690633,16,0.000047490967588987754
23,aes-gcm-siv,video_large,33690617,4642538,4637078,6.9207567362463775,6.928905689483719,33690633,16,0.000047490967588987754
24,aes-gcm-siv,video_large,33690617,4643147,4634370,6.919849002579454,6.932954454819056,33690633,16,0.000047490967588987754
25,aes-gcm-siv,video_large,33690617,4642741,4633734,6.920454131897468,6.933906032754532,33690633,16,0.000047490967588987754
26,aes-gcm-siv,video_large,33690617,4640507,4635129,6.923785727891324,6.931819187077595,33690633,16,0.000047490967588987754
27,aes-gcm-siv,video_large,33690617,4677955,4709597,6.868359387121036,6.822213479577932,33690633,16,0.000047490967588987754
28,aes-gcm-siv,video_large,33690617,4716705,4639704,6.811932511526539,6.924984037080767,33690633,16,0.000047490967588987754
29,aes-gcm-siv,video_large,33690617,4637960,4630808,6.927588020763394,6.938287257165442,33690633,16,0.000047490967588987754
30,aes-gcm-siv,video_large,33690617,4632196,4623648,6.936208255604854,6.949031616762302,33690633,16,0.000047490967588987754
1,aes-gcm,video_large,33690617,5285708,5273076,6.0786324437104335,6.093194207096539,33690633,16,0.000047490967588987754
2,aes-gcm,video_large,33690617,5283332,5274743,6.081366103205285,6.091268548397483,33690633,16,0.000047490967588987754
3,aes-gcm,video_large,33690617,5285665,5291563,6.078681894667897,6.0719065683957245,33690633,16,0.000047490967588987754
4,aes-gcm,video_large,33690617,5284013,5277163,6.080582340879893,6.088475216092394,33690633,16,0.000047490967588987754
5,aes-gcm,video_large,33690617,5281536,5274488,6.083434087504049,6.091563036408422,33690633,16,0.000047490967588987754
6,aes-gcm,video_large,33690617,5282267,5276520,6.082592215951936,6.089217161458649,33690633,16,0.000047490967588987754
7,aes-gcm,video_large,33690617,5284811,5273431,6.0796641803802975,6.092784021783879,33690633,16,0.000047490967588987754
8,aes-gcm,video_large,33690617,5285461,5274061,6.078916510173812,6.092056223236665,33690633,16,0.000047490967588987754
9,aes-gcm,video_large,33690617,5292867,5275376,6.0704106369534285,6.09053764826996,33690633,16,0.000047490967588987754
10,aes-gcm,video_large,33690617,5285784,5271724,6.078545043985867,6.094756883474891,33690633,16,0.000047490967588987754
11,aes-gcm,video_large,33690617,5280298,5274440,6.084860387951548,6.091618472630229,33690633,16,0.000047490967588987754
12,aes-gcm,video_large,33690617,5283212,5278602,6.081504232042891,6.08681543650758,33690633,16,0.000047490967588987754
13,aes-gcm,video_large,33690617,5282313,5274640,6.082539246875333,6.091387495029005,33690633,16,0.000047490967588987754
14,aes-gcm,video_large,33690617,5284789,5281471,6.079689489358948,6.083508957405955,33690633,16,0.000047490967588987754
15,aes-gcm,video_large,33690617,5280483,5283510,6.084647206852059,6.081161223652418,33690633,16,0.000047490967588987754
16,aes-gcm,video_large,33690617,5281893,5273111,6.083022911819642,6.093153763836905,33690633,16,0.000047490967588987754
17,aes-gcm,video_large,33690617,5279892,5271074,6.08532828640809,6.09550845554052,33690633,16,0.000047490967588987754
18,aes-gcm,video_large,33690617,5285600,5291268,6.078756647642612,6.072245090738135,33690633,16,0.000047490967588987754
19,aes-gcm,video_large,33690617,5286902,5277961,6.077259638400671,6.087554670597184,33690633,16,0.000047490967588987754
20,aes-gcm,video_large,33690617,5282260,5271554,6.082600276544468,6.094953430578494,33690633,16,0.000047490967588987754
21,aes-gcm,video_large,33690617,5280292,5274188,6.084867302183247,6.091909529349311,33690633,16,0.000047490967588987754
22,aes-gcm,video_large,33690617,5283649,5274390,6.081001243038625,6.091676219767553,33690633,16,0.000047490967588987754
23,aes-gcm,video_large,33690617,5284456,5274766,6.080072600998057,6.0912419881336515,33690633,16,0.000047490967588987754
24,aes-gcm,video_large,33690617,5287693,5283964,6.076350525036114,6.0806387281934136,33690633,16,0.000047490967588987754
25,aes-gcm,video_large,33690617,5282291,5276956,6.08256457979687,6.088714049686938,33690633,16,0.000047490967588987754
26,aes-gcm,video_large,33690617,5281542,5275276,6.083427176529087,6.090653102658474,33690633,16,0.000047490967588987754
27,aes-gcm,video_large,33690617,5282849,5275311,6.0819221099788745,6.090612693124592,33690633,16,0.000047490967588987754
28,aes-gcm,video_large,33690617,5281138,5276130,6.083892550579019,6.089667263084833,33690633,16,0.000047490967588987754
29,aes-gcm,video_large,33690617,5282836,5279499,6.081937076369546,6.0857812714387824,33690633,16,0.000047490967588987754
30,aes-gcm,video_large,33690617,5286086,5274644,6.078197769915167,6.0913828756556425,33690633,16,0.000047490967588987754
